VTX, IDX, position.x, position.y, position.z, normal.x, normal.y, normal.z, tangent.x, tangent.y, tangent.z, texcoord0.x, texcoord0.y
1140, 949,  0.11178,  1.01888,  0.19203, -0.10695, -0.93148, -0.2328,  2.71274,  1.94042, -9.15333,  1.1709,  0.40187
1141, 948,  0.13613,  0.99989,  0.21392,  0.15709, -0.96881, -0.09495,  4.37042,  1.50752, -8.7557,  1.14476,  0.36233
1142, 899,  0.10279,  0.99959,  0.2432, -0.06075, -0.98289, -0.01298,  4.41276, -0.16955, -8.87214,  1.10174,  0.38162
1143, 899,  0.10279,  0.99959,  0.2432, -0.06075, -0.98289, -0.01298,  4.41276, -0.16955, -8.87214,  1.10174,  0.38162
1144, 830,  0.08412,  1.01984,  0.20924, -0.21787, -0.9263, -0.16542,  2.90895,  0.98183, -9.25722,  1.1457,  0.42784
1145, 949,  0.11178,  1.01888,  0.19203, -0.10695, -0.93148, -0.2328,  2.71274,  1.94042, -9.15333,  1.1709,  0.40187
1146, 948,  0.13613,  0.99989,  0.21392,  0.15709, -0.96881, -0.09495,  4.37042,  1.50752, -8.7557,  1.14476,  0.36233
1147, 949,  0.11178,  1.01888,  0.19203, -0.10695, -0.93148, -0.2328,  2.71274,  1.94042, -9.15333,  1.1709,  0.40187
1148, 835,  0.12553,  1.02467,  0.16916, -0.02897, -0.89719, -0.36009,  1.9066,  3.4386, -8.88606,  1.19856,  0.39258
1149, 834,  0.1004,  1.04357,  0.16629, -0.20914, -0.89022, -0.29563,  0.49269,  2.92432, -9.17131,  1.21362,  0.42586
1150, 835,  0.12553,  1.02467,  0.16916, -0.02897, -0.89719, -0.36009,  1.9066,  3.4386, -8.88606,  1.19856,  0.39258
1151, 949,  0.11178,  1.01888,  0.19203, -0.10695, -0.93148, -0.2328,  2.71274,  1.94042, -9.15333,  1.1709,  0.40187
1152, 834,  0.1004,  1.04357,  0.16629, -0.20914, -0.89022, -0.29563,  0.49269,  2.92432, -9.17131,  1.21362,  0.42586
1153, 949,  0.11178,  1.01888,  0.19203, -0.10695, -0.93148, -0.2328,  2.71274,  1.94042, -9.15333,  1.1709,  0.40187
1154, 831,  0.08417,  1.04227,  0.18592, -0.26611, -0.89442, -0.23051,  1.35531,  2.03049, -9.366,  1.18926,  0.44204
1155, 831,  0.08417,  1.04227,  0.18592, -0.26611, -0.89442, -0.23051,  1.35531,  2.03049, -9.366,  1.18926,  0.44204
1156, 949,  0.11178,  1.01888,  0.19203, -0.10695, -0.93148, -0.2328,  2.71274,  1.94042, -9.15333,  1.1709,  0.40187
1157, 830,  0.08412,  1.01984,  0.20924, -0.21787, -0.9263, -0.16542,  2.90895,  0.98183, -9.25722,  1.1457,  0.42784
1158, 830,  0.08412,  1.01984,  0.20924, -0.21787, -0.9263, -0.16542,  2.90895,  0.98183, -9.25722,  1.1457,  0.42784
1159, 833,  0.06436,  1.02392,  0.22216, -0.30781, -0.91127, -0.0949,  3.77915, -0.26745, -9.041,  1.12584,  0.44736
1160, 832,  0.06007,  1.04678,  0.20005, -0.33792, -0.87764, -0.2018,  2.10649,  1.40123, -9.37103,  1.1711,  0.4689
1161, 832,  0.06007,  1.04678,  0.20005, -0.33792, -0.87764, -0.2018,  2.10649,  1.40123, -9.37103,  1.1711,  0.4689
1162, 831,  0.08417,  1.04227,  0.18592, -0.26611, -0.89442, -0.23051,  1.35531,  2.03049, -9.366,  1.18926,  0.44204
1163, 830,  0.08412,  1.01984,  0.20924, -0.21787, -0.9263, -0.16542,  2.90895,  0.98183, -9.25722,  1.1457,  0.42784
1164, 831,  0.08417,  1.04227,  0.18592, -0.26611, -0.89442, -0.23051,  1.35531,  2.03049, -9.366,  1.18926,  0.44204
1165, 832,  0.06007,  1.04678,  0.20005, -0.33792, -0.87764, -0.2018,  2.10649,  1.40123, -9.37103,  1.1711,  0.4689
1166, 888,  0.05538,  1.05652,  0.1793, -0.36121, -0.84116, -0.29518,  0.30574,  3.1018, -9.12302,  1.20691,  0.47878
1167, 888,  0.05538,  1.05652,  0.1793, -0.36121, -0.84116, -0.29518,  0.30574,  3.1018, -9.12302,  1.20691,  0.47878
1168, 889,  0.07663,  1.05287,  0.16364, -0.33047, -0.84672, -0.31363, -0.62224,  3.56184, -8.9254,  1.22458,  0.45276
1169, 831,  0.08417,  1.04227,  0.18592, -0.26611, -0.89442, -0.23051,  1.35531,  2.03049, -9.366,  1.18926,  0.44204
1170, 834,  0.1004,  1.04357,  0.16629, -0.20914, -0.89022, -0.29563,  0.49269,  2.92432, -9.17131,  1.21362,  0.42586
1171, 831,  0.08417,  1.04227,  0.18592, -0.26611, -0.89442, -0.23051,  1.35531,  2.03049, -9.366,  1.18926,  0.44204
1172, 889,  0.07663,  1.05287,  0.16364, -0.33047, -0.84672, -0.31363, -0.62224,  3.56184, -8.9254,  1.22458,  0.45276
1173, 836,  0.13998,  1.03569,  0.14573,  0.0657, -0.85545, -0.45079,  0.15951,  4.46776, -8.57452,  1.22663,  0.37976
1174, 835,  0.12553,  1.02467,  0.16916, -0.02897, -0.89719, -0.36009,  1.9066,  3.4386, -8.88606,  1.19856,  0.39258
1175, 834,  0.1004,  1.04357,  0.16629, -0.20914, -0.89022, -0.29563,  0.49269,  2.92432, -9.17131,  1.21362,  0.42586
1176, 962,  0.09782,  0.99347,  0.26335, -0.03177, -0.99145,  0.1168,  5.59937, -1.14249, -8.17954,  1.07865,  0.37131
1177, 963,  0.08046,  0.99812,  0.26991, -0.12183, -0.93313,  0.33482,  7.55692, -3.04877, -5.75326,  1.05933,  0.37955
1178, 900,  0.07677,  1.00315,  0.26126, -0.22203, -0.95151,  0.12511,  5.88232, -2.3458, -7.65661,  1.06965,  0.39843
1179, 1305, -0.08612,  0.73236,  0.11588, -0.95881, -0.06863, -0.25344,  0.27216, -0.45696, -0.8023,  0.18813,  0.82465
1180, 1302, -0.08735,  0.71405,  0.11952, -0.91866, -0.0676, -0.35672,  0.35621, -0.53203, -0.7077,  0.19276,  0.84052
1181, 1326, -0.08732,  0.72235,  0.13897, -0.96196,  0.23541,  0.10717, -0.23945, -0.5809, -0.70671,  0.16665,  0.84597
1182, 1302, -0.08735,  0.71405,  0.11952, -0.91866, -0.0676, -0.35672,  0.35621, -0.53203, -0.7077,  0.19276,  0.84052
1183, 1305, -0.08612,  0.73236,  0.11588, -0.95881, -0.06863, -0.25344,  0.27216, -0.45696, -0.8023,  0.18813,  0.82465
1184, 1304, -0.0718,  0.7241,  0.09998, -0.52681, -0.3102, -0.74862,  0.8458, -0.24979, -0.44756,  0.21971,  0.82398
1185, 1394, -0.06781,  0.76796,  0.08511, -0.52553, -0.34952, -0.76366,  0.84936, -0.22488, -0.4701,  0.2237,  0.78063
1186, 1304, -0.0718,  0.7241,  0.09998, -0.52681, -0.3102, -0.74862,  0.8458, -0.24979, -0.44756,  0.21971,  0.82398
1187, 1305, -0.08612,  0.73236,  0.11588, -0.95881, -0.06863, -0.25344,  0.27216, -0.45696, -0.8023,  0.18813,  0.82465
1188, 1302, -0.08735,  0.71405,  0.11952, -0.91866, -0.0676, -0.35672,  0.35621, -0.53203, -0.7077,  0.19276,  0.84052
1189, 1292, -0.09012,  0.69108,  0.13432, -0.85426, -0.29854, -0.38081,  0.51494, -0.55981, -0.58834,  0.19642,  0.8652
1190, 1300, -0.09373,  0.69929,  0.14793, -0.98437,  0.13245, -0.0824, -0.04153, -0.70785, -0.62462,  0.17963,  0.87007
1191, 1292, -0.09012,  0.69108,  0.13432, -0.85426, -0.29854, -0.38081,  0.51494, -0.55981, -0.58834,  0.19642,  0.8652
1192, 1302, -0.08735,  0.71405,  0.11952, -0.91866, -0.0676, -0.35672,  0.35621, -0.53203, -0.7077,  0.19276,  0.84052
1193, 1303, -0.07227,  0.70657,  0.1049, -0.47651, -0.34372, -0.75237,  0.87298, -0.26319, -0.38137,  0.22124,  0.83831
1194, 1304, -0.0718,  0.7241,  0.09998, -0.52681, -0.3102, -0.74862,  0.8458, -0.24979, -0.44756,  0.21971,  0.82398
1195, 1303, -0.07227,  0.70657,  0.1049, -0.47651, -0.34372, -0.75237,  0.87298, -0.26319, -0.38137,  0.22124,  0.83831
1196, 1302, -0.08735,  0.71405,  0.11952, -0.91866, -0.0676, -0.35672,  0.35621, -0.53203, -0.7077,  0.19276,  0.84052
1197, 1300, -0.09373,  0.69929,  0.14793, -0.98437,  0.13245, -0.0824, -0.04153, -0.70785, -0.62462,  0.17963,  0.87007
1198, 1292, -0.09012,  0.69108,  0.13432, -0.85426, -0.29854, -0.38081,  0.51494, -0.55981, -0.58834,  0.19642,  0.8652
1199, 1293, -0.09294,  0.68056,  0.15364, -0.83139, -0.46089, -0.25765,  0.54788, -0.61264, -0.51883,  0.1956,  0.88466
1200, 1301, -0.09694,  0.69067,  0.16496, -0.99098,  0.08762, -0.07746, -0.02636, -0.79074, -0.53619,  0.18122,  0.88832
1201, 1327, -0.08992,  0.70708,  0.17299, -0.85339,  0.47713,  0.14773, -0.50805, -0.71142, -0.40934,  0.16032,  0.88635
1202, 1300, -0.09373,  0.69929,  0.14793, -0.98437,  0.13245, -0.0824, -0.04153, -0.70785, -0.62462,  0.17963,  0.87007
1203, 1293, -0.09294,  0.68056,  0.15364, -0.83139, -0.46089, -0.25765,  0.54788, -0.61264, -0.51883,  0.1956,  0.88466
1204, 1301, -0.09694,  0.69067,  0.16496, -0.99098,  0.08762, -0.07746, -0.02636, -0.79074, -0.53619,  0.18122,  0.88832
1205, 1300, -0.09373,  0.69929,  0.14793, -0.98437,  0.13245, -0.0824, -0.04153, -0.70785, -0.62462,  0.17963,  0.87007
1206, 1358, -0.09906,  0.68441,  0.19066, -0.98631, -0.05584,  0.15075, -0.02251, -0.84812, -0.46835,  0.18246,  0.9117
1207, 1357, -0.09105,  0.70021,  0.20045, -0.80697,  0.45729,  0.34863, -0.56764, -0.75653, -0.24768,  0.16488,  0.91466
1208, 1327, -0.08992,  0.70708,  0.17299, -0.85339,  0.47713,  0.14773, -0.50805, -0.71142, -0.40934,  0.16032,  0.88635
1209, 1324, -0.07944,  0.71545,  0.18005, -0.606,  0.68996,  0.32545, -0.7909, -0.56104, -0.15857,  0.14473,  0.88979
1210, 1327, -0.08992,  0.70708,  0.17299, -0.85339,  0.47713,  0.14773, -0.50805, -0.71142, -0.40934,  0.16032,  0.88635
1211, 1357, -0.09105,  0.70021,  0.20045, -0.80697,  0.45729,  0.34863, -0.56764, -0.75653, -0.24768,  0.16488,  0.91466
1212, 1327, -0.08992,  0.70708,  0.17299, -0.85339,  0.47713,  0.14773, -0.50805, -0.71142, -0.40934,  0.16032,  0.88635
1213, 1301, -0.09694,  0.69067,  0.16496, -0.99098,  0.08762, -0.07746, -0.02636, -0.79074, -0.53619,  0.18122,  0.88832
1214, 1358, -0.09906,  0.68441,  0.19066, -0.98631, -0.05584,  0.15075, -0.02251, -0.84812, -0.46835,  0.18246,  0.9117
1215, 1325, -0.06683,  0.72001,  0.18548, -0.31937,  0.82544,  0.37813, -0.91235, -0.37181,  0.11194,  0.13055,  0.8959
1216, 1324, -0.07944,  0.71545,  0.18005, -0.606,  0.68996,  0.32545, -0.7909, -0.56104, -0.15857,  0.14473,  0.88979
1217, 1356, -0.08095,  0.70779,  0.20486, -0.63626,  0.6365,  0.39718, -0.75179, -0.62102, -0.13872,  0.15423,  0.91737
1218, 1357, -0.09105,  0.70021,  0.20045, -0.80697,  0.45729,  0.34863, -0.56764, -0.75653, -0.24768,  0.16488,  0.91466
1219, 1356, -0.08095,  0.70779,  0.20486, -0.63626,  0.6365,  0.39718, -0.75179, -0.62102, -0.13872,  0.15423,  0.91737
1220, 1324, -0.07944,  0.71545,  0.18005, -0.606,  0.68996,  0.32545, -0.7909, -0.56104, -0.15857,  0.14473,  0.88979
1221, 1324, -0.07944,  0.71545,  0.18005, -0.606,  0.68996,  0.32545, -0.7909, -0.56104, -0.15857,  0.14473,  0.88979
1222, 1325, -0.06683,  0.72001,  0.18548, -0.31937,  0.82544,  0.37813, -0.91235, -0.37181,  0.11194,  0.13055,  0.8959
1223, 1311, -0.06752,  0.73319,  0.16126, -0.36594,  0.5437,  0.69532, -0.90085, -0.38903, -0.1123,  0.12453,  0.85636
1224, 1311, -0.06752,  0.73319,  0.16126, -0.36594,  0.5437,  0.69532, -0.90085, -0.38903, -0.1123,  0.12453,  0.85636
1225, 1339, -0.05031,  0.73376,  0.16297,  0.15465,  0.56183,  0.74499, -0.92021, -0.18959,  0.32261,  0.10199,  0.86354
1226, 1340, -0.05042,  0.74438,  0.1611,  0.12068,  0.20274,  0.92826, -0.95466, -0.22927,  0.17131,  0.09952,  0.84701
1227, 1339, -0.05031,  0.73376,  0.16297,  0.15465,  0.56183,  0.74499, -0.92021, -0.18959,  0.32261,  0.10199,  0.86354
1228, 1311, -0.06752,  0.73319,  0.16126, -0.36594,  0.5437,  0.69532, -0.90085, -0.38903, -0.1123,  0.12453,  0.85636
1229, 1325, -0.06683,  0.72001,  0.18548, -0.31937,  0.82544,  0.37813, -0.91235, -0.37181,  0.11194,  0.13055,  0.8959
1230, 1356, -0.08095,  0.70779,  0.20486, -0.63626,  0.6365,  0.39718, -0.75179, -0.62102, -0.13872,  0.15423,  0.91737
1231, 1355, -0.06798,  0.71505,  0.21101, -0.41737,  0.79154,  0.39126, -0.87394, -0.46451,  0.06472,  0.14119,  0.92288
1232, 1325, -0.06683,  0.72001,  0.18548, -0.31937,  0.82544,  0.37813, -0.91235, -0.37181,  0.11194,  0.13055,  0.8959
1233, 1325, -0.06683,  0.72001,  0.18548, -0.31937,  0.82544,  0.37813, -0.91235, -0.37181,  0.11194,  0.13055,  0.8959
1234, 1341, -0.04858,  0.72271,  0.18484,  0.12877,  0.87565,  0.36546, -0.86674, -0.07869,  0.47424,  0.11055,  0.9013
1235, 1339, -0.05031,  0.73376,  0.16297,  0.15465,  0.56183,  0.74499, -0.92021, -0.18959,  0.32261,  0.10199,  0.86354
1236, 1353, -0.04966,  0.71803,  0.21255,  0.06342,  0.87635,  0.41283, -0.88968, -0.13639,  0.42293,  0.12507,  0.93024
1237, 1341, -0.04858,  0.72271,  0.18484,  0.12877,  0.87565,  0.36546, -0.86674, -0.07869,  0.47424,  0.11055,  0.9013
1238, 1325, -0.06683,  0.72001,  0.18548, -0.31937,  0.82544,  0.37813, -0.91235, -0.37181,  0.11194,  0.13055,  0.8959
1239, 1325, -0.06683,  0.72001,  0.18548, -0.31937,  0.82544,  0.37813, -0.91235, -0.37181,  0.11194,  0.13055,  0.8959
1240, 1355, -0.06798,  0.71505,  0.21101, -0.41737,  0.79154,  0.39126, -0.87394, -0.46451,  0.06472,  0.14119,  0.92288
1241, 1353, -0.04966,  0.71803,  0.21255,  0.06342,  0.87635,  0.41283, -0.88968, -0.13639,  0.42293,  0.12507,  0.93024
1242, 1355, -0.06798,  0.71505,  0.21101, -0.41737,  0.79154,  0.39126, -0.87394, -0.46451,  0.06472,  0.14119,  0.92288
1243, 1356, -0.08095,  0.70779,  0.20486, -0.63626,  0.6365,  0.39718, -0.75179, -0.62102, -0.13872,  0.15423,  0.91737
1244, 1289, -0.07788,  0.69867,  0.22108, -0.74543,  0.28845,  0.58786, -0.5565, -0.75026, -0.30887,  0.16316,  0.93752
1245, 1328, -0.08214,  0.6924,  0.2183, -0.62271,  0.15517,  0.75261, -0.53425, -0.78257, -0.26203,  0.17118,  0.9374
1246, 1289, -0.07788,  0.69867,  0.22108, -0.74543,  0.28845,  0.58786, -0.5565, -0.75026, -0.30887,  0.16316,  0.93752
1247, 1356, -0.08095,  0.70779,  0.20486, -0.63626,  0.6365,  0.39718, -0.75179, -0.62102, -0.13872,  0.15423,  0.91737
1248, 1356, -0.08095,  0.70779,  0.20486, -0.63626,  0.6365,  0.39718, -0.75179, -0.62102, -0.13872,  0.15423,  0.91737
1249, 1357, -0.09105,  0.70021,  0.20045, -0.80697,  0.45729,  0.34863, -0.56764, -0.75653, -0.24768,  0.16488,  0.91466
1250, 1328, -0.08214,  0.6924,  0.2183, -0.62271,  0.15517,  0.75261, -0.53425, -0.78257, -0.26203,  0.17118,  0.9374
1251, 1290, -0.08889,  0.6845,  0.21493, -0.71374, -0.09983,  0.68105, -0.24269, -0.87193, -0.37276,  0.18058,  0.93506
1252, 1328, -0.08214,  0.6924,  0.2183, -0.62271,  0.15517,  0.75261, -0.53425, -0.78257, -0.26203,  0.17118,  0.9374
1253, 1357, -0.09105,  0.70021,  0.20045, -0.80697,  0.45729,  0.34863, -0.56764, -0.75653, -0.24768,  0.16488,  0.91466
1254, 1357, -0.09105,  0.70021,  0.20045, -0.80697,  0.45729,  0.34863, -0.56764, -0.75653, -0.24768,  0.16488,  0.91466
1255, 1358, -0.09906,  0.68441,  0.19066, -0.98631, -0.05584,  0.15075, -0.02251, -0.84812, -0.46835,  0.18246,  0.9117
1256, 1290, -0.08889,  0.6845,  0.21493, -0.71374, -0.09983,  0.68105, -0.24269, -0.87193, -0.37276,  0.18058,  0.93506
1257, 1289, -0.07788,  0.69867,  0.22108, -0.74543,  0.28845,  0.58786, -0.5565, -0.75026, -0.30887,  0.16316,  0.93752
1258, 1328, -0.08214,  0.6924,  0.2183, -0.62271,  0.15517,  0.75261, -0.53425, -0.78257, -0.26203,  0.17118,  0.9374
1259, 1291, -0.0774,  0.68545,  0.21977, -0.56415, -0.26185,  0.76717, -0.30182, -0.7953, -0.48518,  0.17812,  0.94578
1260, 1328, -0.08214,  0.6924,  0.2183, -0.62271,  0.15517,  0.75261, -0.53425, -0.78257, -0.26203,  0.17118,  0.9374
1261, 1290, -0.08889,  0.6845,  0.21493, -0.71374, -0.09983,  0.68105, -0.24269, -0.87193, -0.37276,  0.18058,  0.93506
1262, 1291, -0.0774,  0.68545,  0.21977, -0.56415, -0.26185,  0.76717, -0.30182, -0.7953, -0.48518,  0.17812,  0.94578
1263, 1289, -0.07788,  0.69867,  0.22108, -0.74543,  0.28845,  0.58786, -0.5565, -0.75026, -0.30887,  0.16316,  0.93752
1264, 1286, -0.06743,  0.70705,  0.22772, -0.48602,  0.5396,  0.66597, -0.78767, -0.59783, -0.06478,  0.15069,  0.9417
1265, 1355, -0.06798,  0.71505,  0.21101, -0.41737,  0.79154,  0.39126, -0.87394, -0.46451,  0.06472,  0.14119,  0.92288
1266, 1286, -0.06743,  0.70705,  0.22772, -0.48602,  0.5396,  0.66597, -0.78767, -0.59783, -0.06478,  0.15069,  0.9417
1267, 1289, -0.07788,  0.69867,  0.22108, -0.74543,  0.28845,  0.58786, -0.5565, -0.75026, -0.30887,  0.16316,  0.93752
1268, 1288, -0.07342,  0.69178,  0.22664, -0.68799, -0.09353,  0.70692, -0.40358, -0.75608, -0.47774,  0.16781,  0.94846
1269, 1291, -0.0774,  0.68545,  0.21977, -0.56415, -0.26185,  0.76717, -0.30182, -0.7953, -0.48518,  0.17812,  0.94578
1270, 1288, -0.07342,  0.69178,  0.22664, -0.68799, -0.09353,  0.70692, -0.40358, -0.75608, -0.47774,  0.16781,  0.94846
1271, 1289, -0.07788,  0.69867,  0.22108, -0.74543,  0.28845,  0.58786, -0.5565, -0.75026, -0.30887,  0.16316,  0.93752
1272, 1355, -0.06798,  0.71505,  0.21101, -0.41737,  0.79154,  0.39126, -0.87394, -0.46451,  0.06472,  0.14119,  0.92288
1273, 1286, -0.06743,  0.70705,  0.22772, -0.48602,  0.5396,  0.66597, -0.78767, -0.59783, -0.06478,  0.15069,  0.9417
1274, 1345, -0.054,  0.70925,  0.23015, -0.02637,  0.6383,  0.74251, -0.89081, -0.35005,  0.27407,  0.13975,  0.94789
1275, 1345, -0.054,  0.70925,  0.23015, -0.02637,  0.6383,  0.74251, -0.89081, -0.35005,  0.27407,  0.13975,  0.94789
1276, 1353, -0.04966,  0.71803,  0.21255,  0.06342,  0.87635,  0.41283, -0.88968, -0.13639,  0.42293,  0.12507,  0.93024
1277, 1355, -0.06798,  0.71505,  0.21101, -0.41737,  0.79154,  0.39126, -0.87394, -0.46451,  0.06472,  0.14119,  0.92288
1278, 1892,  0.08355,  1.3005,  0.38235, -0.75068,  0.47934,  0.45244,  0.6079,  0.24084,  0.75377,  0.80495,  0.42101
1279, 1889,  0.08229,  1.29641,  0.38188, -0.70596, -0.27374,  0.65129,  0.61231,  0.22243,  0.75789,  0.80279,  0.41711
1280, 1893,  0.08651,  1.29746,  0.38603, -0.31582, -0.3481,  0.88144,  0.80737,  0.38616,  0.44285,  0.80815,  0.41717
1281, 1899,  0.07805,  1.2903,  0.37251, -0.2233, -0.78618,  0.57358,  0.65086,  0.31559,  0.68722,  0.7921,  0.41197
1282, 1889,  0.08229,  1.29641,  0.38188, -0.70596, -0.27374,  0.65129,  0.61231,  0.22243,  0.75789,  0.80279,  0.41711
1283, 1890,  0.07298,  1.29269,  0.37193, -0.74209, -0.05319,  0.66649,  0.62387,  0.29868,  0.71916,  0.78923,  0.41727
1284, 1847,  0.08631,  1.29383,  0.38176, -0.36114, -0.75754,  0.54091,  0.68508,  0.17542,  0.70401,  0.80547,  0.41257
1285, 1893,  0.08651,  1.29746,  0.38603, -0.31582, -0.3481,  0.88144,  0.80737,  0.38616,  0.44285,  0.80815,  0.41717
1286, 1889,  0.08229,  1.29641,  0.38188, -0.70596, -0.27374,  0.65129,  0.61231,  0.22243,  0.75789,  0.80279,  0.41711
1287, 1846,  0.08528,  1.28936,  0.37193, -0.29775, -0.81434,  0.49496,  0.65617,  0.20053,  0.72569,  0.79639,  0.40556
1288, 1847,  0.08631,  1.29383,  0.38176, -0.36114, -0.75754,  0.54091,  0.68508,  0.17542,  0.70401,  0.80547,  0.41257
1289, 1889,  0.08229,  1.29641,  0.38188, -0.70596, -0.27374,  0.65129,  0.61231,  0.22243,  0.75789,  0.80279,  0.41711
1290, 1889,  0.08229,  1.29641,  0.38188, -0.70596, -0.27374,  0.65129,  0.61231,  0.22243,  0.75789,  0.80279,  0.41711
1291, 1899,  0.07805,  1.2903,  0.37251, -0.2233, -0.78618,  0.57358,  0.65086,  0.31559,  0.68722,  0.7921,  0.41197
1292, 1846,  0.08528,  1.28936,  0.37193, -0.29775, -0.81434,  0.49496,  0.65617,  0.20053,  0.72569,  0.79639,  0.40556
1293, 1882,  0.06475,  1.27949,  0.35107, -0.14468, -0.80132,  0.57786,  0.61195,  0.38525,  0.68887,  0.76547,  0.40646
1294, 1899,  0.07805,  1.2903,  0.37251, -0.2233, -0.78618,  0.57358,  0.65086,  0.31559,  0.68722,  0.7921,  0.41197
1295, 1890,  0.07298,  1.29269,  0.37193, -0.74209, -0.05319,  0.66649,  0.62387,  0.29868,  0.71916,  0.78923,  0.41727
1296, 1890,  0.07298,  1.29269,  0.37193, -0.74209, -0.05319,  0.66649,  0.62387,  0.29868,  0.71916,  0.78923,  0.41727
1297, 1881,  0.05849,  1.28361,  0.35475, -0.6735, -0.26126,  0.68964,  0.61443,  0.31512,  0.72022,  0.76569,  0.41523
1298, 1882,  0.06475,  1.27949,  0.35107, -0.14468, -0.80132,  0.57786,  0.61195,  0.38525,  0.68887,  0.76547,  0.40646
1299, 1882,  0.06475,  1.27949,  0.35107, -0.14468, -0.80132,  0.57786,  0.61195,  0.38525,  0.68887,  0.76547,  0.40646
1300, 1881,  0.05849,  1.28361,  0.35475, -0.6735, -0.26126,  0.68964,  0.61443,  0.31512,  0.72022,  0.76569,  0.41523
1301, 1880,  0.05109,  1.27907,  0.34448, -0.7347, -0.23239,  0.63533,  0.53473,  0.375,  0.75626,  0.75265,  0.4147
1302, 1874,  0.0491,  1.26115,  0.32109, -0.25362, -0.70675,  0.65837,  0.50417,  0.48288,  0.71381,  0.727,  0.39982
1303, 1882,  0.06475,  1.27949,  0.35107, -0.14468, -0.80132,  0.57786,  0.61195,  0.38525,  0.68887,  0.76547,  0.40646
1304, 1880,  0.05109,  1.27907,  0.34448, -0.7347, -0.23239,  0.63533,  0.53473,  0.375,  0.75626,  0.75265,  0.4147
1305, 1899,  0.07805,  1.2903,  0.37251, -0.2233, -0.78618,  0.57358,  0.65086,  0.31559,  0.68722,  0.7921,  0.41197
1306, 1882,  0.06475,  1.27949,  0.35107, -0.14468, -0.80132,  0.57786,  0.61195,  0.38525,  0.68887,  0.76547,  0.40646
1307, 1859,  0.08172,  1.27933,  0.35088, -0.34143, -0.741,  0.57551,  0.60782,  0.29137,  0.73687,  0.77576,  0.39328
1308, 1858,  0.077,  1.25972,  0.32662, -0.43823, -0.58491,  0.68057,  0.56797,  0.40384,  0.71384,  0.747,  0.37774
1309, 1859,  0.08172,  1.27933,  0.35088, -0.34143, -0.741,  0.57551,  0.60782,  0.29137,  0.73687,  0.77576,  0.39328
1310, 1882,  0.06475,  1.27949,  0.35107, -0.14468, -0.80132,  0.57786,  0.61195,  0.38525,  0.68887,  0.76547,  0.40646
1311, 1882,  0.06475,  1.27949,  0.35107, -0.14468, -0.80132,  0.57786,  0.61195,  0.38525,  0.68887,  0.76547,  0.40646
1312, 1874,  0.0491,  1.26115,  0.32109, -0.25362, -0.70675,  0.65837,  0.50417,  0.48288,  0.71381,  0.727,  0.39982
1313, 1858,  0.077,  1.25972,  0.32662, -0.43823, -0.58491,  0.68057,  0.56797,  0.40384,  0.71384,  0.747,  0.37774
1314, 1859,  0.08172,  1.27933,  0.35088, -0.34143, -0.741,  0.57551,  0.60782,  0.29137,  0.73687,  0.77576,  0.39328
1315, 1846,  0.08528,  1.28936,  0.37193, -0.29775, -0.81434,  0.49496,  0.65617,  0.20053,  0.72569,  0.79639,  0.40556
1316, 1899,  0.07805,  1.2903,  0.37251, -0.2233, -0.78618,  0.57358,  0.65086,  0.31559,  0.68722,  0.7921,  0.41197
1317, 1848,  0.09191,  1.29073,  0.38005,  0.19515, -0.69361,  0.69173,  0.75467,  0.55401,  0.34417,  0.80697,  0.40621
1318, 1847,  0.08631,  1.29383,  0.38176, -0.36114, -0.75754,  0.54091,  0.68508,  0.17542,  0.70401,  0.80547,  0.41257
1319, 1846,  0.08528,  1.28936,  0.37193, -0.29775, -0.81434,  0.49496,  0.65617,  0.20053,  0.72569,  0.79639,  0.40556
1320, 1849,  0.09385,  1.28537,  0.37448,  0.17153, -0.68664,  0.70481,  0.65788,  0.61017,  0.43591,  0.80307,  0.39811
1321, 1846,  0.08528,  1.28936,  0.37193, -0.29775, -0.81434,  0.49496,  0.65617,  0.20053,  0.72569,  0.79639,  0.40556
1322, 1859,  0.08172,  1.27933,  0.35088, -0.34143, -0.741,  0.57551,  0.60782,  0.29137,  0.73687,  0.77576,  0.39328
1323, 1846,  0.08528,  1.28936,  0.37193, -0.29775, -0.81434,  0.49496,  0.65617,  0.20053,  0.72569,  0.79639,  0.40556
1324, 1849,  0.09385,  1.28537,  0.37448,  0.17153, -0.68664,  0.70481,  0.65788,  0.61017,  0.43591,  0.80307,  0.39811
1325, 1848,  0.09191,  1.29073,  0.38005,  0.19515, -0.69361,  0.69173,  0.75467,  0.55401,  0.34417,  0.80697,  0.40621
1326, 1883,  0.09027,  1.29495,  0.3845,  0.25926, -0.49043,  0.83096,  0.76768,  0.62528,  0.13074,  0.80999,  0.41189
1327, 1893,  0.08651,  1.29746,  0.38603, -0.31582, -0.3481,  0.88144,  0.80737,  0.38616,  0.44285,  0.80815,  0.41717
1328, 1847,  0.08631,  1.29383,  0.38176, -0.36114, -0.75754,  0.54091,  0.68508,  0.17542,  0.70401,  0.80547,  0.41257
1329, 1847,  0.08631,  1.29383,  0.38176, -0.36114, -0.75754,  0.54091,  0.68508,  0.17542,  0.70401,  0.80547,  0.41257
1330, 1848,  0.09191,  1.29073,  0.38005,  0.19515, -0.69361,  0.69173,  0.75467,  0.55401,  0.34417,  0.80697,  0.40621
